30
0	747.158	INF	INF	INF	INF	INF	INF	INF	INF	INF	730.364	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
747.158	0	676.04	719.246	654.878	721.64	INF	INF	INF	INF	654.267	INF	INF	INF	INF	INF	INF	INF	INF	INF	742.136	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	676.04	0	INF	INF	669.962	INF	INF	INF	INF	650.422	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	719.246	INF	0	INF	INF	726.351	708.382	675.216	725.521	703.836	INF	INF	INF	INF	INF	INF	INF	INF	INF	697.2	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	654.878	INF	INF	0	INF	INF	INF	INF	INF	656.402	INF	INF	INF	INF	INF	INF	INF	722.596	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	721.64	669.962	INF	INF	0	INF	INF	INF	INF	731.536	724.142	INF	INF	INF	INF	INF	INF	709.308	INF	665.246	INF	INF	INF	666.129	INF	INF	INF	INF	INF	
INF	INF	INF	726.351	INF	INF	0	INF	INF	INF	INF	738.697	INF	INF	INF	INF	INF	INF	666.368	683.009	INF	INF	INF	INF	717.102	INF	INF	INF	INF	INF	
INF	INF	INF	708.382	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	675.216	INF	INF	INF	INF	0	INF	709.753	692.27	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	725.521	INF	INF	INF	INF	INF	0	674.228	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	712.715	INF	INF	INF	INF	INF	
INF	654.267	650.422	703.836	656.402	731.536	INF	INF	709.753	674.228	0	INF	652.285	697.5	700.633	654.267	718.678	656.867	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
730.364	INF	INF	INF	INF	724.142	738.697	INF	692.27	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	652.285	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	697.5	INF	INF	0	INF	INF	INF	INF	663.475	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	700.633	INF	INF	INF	0	INF	INF	INF	726.351	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	654.267	INF	INF	INF	INF	0	INF	INF	INF	INF	684.211	INF	INF	INF	INF	INF	INF	INF	INF	INF	
