30
0 	10 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
10 	0 	3 	3 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	3 	0 	4 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	3 	4 	0 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	0 	10 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	10 	0 	3 	3 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	INF 	3 	0 	INF 	3 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	INF 	3 	INF 	0 	INF 	4 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	INF 	INF 	3 	INF 	0 	3 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	INF 	INF 	INF 	4 	3 	0 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	0 	10 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	10 	0 	3 	3 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	3 	0 	INF 	INF 	4 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	3 	INF 	0 	3 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	3 	0 	3 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	4 	INF 	3 	0 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	0 	3 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	3 	0 	3 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	3 	0 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	0 	3 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	3 	0 	3 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	3 	0 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	
INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	INF 	0 	1 	INF 	INF 	INF 	INF 	INF 	INF 	
